produto,avaliacoes
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"These controllers develop stick drift in a matter of months. The 2 I got with the console each got stick drift within 3 months. Sony replaced them and both of the replacements got stick drift after just over a year. So that is a total of 4 Dualsense controllers that got stick drift. My PS4 controllers went many years with no issues, but these Dualsense controllers are not reliable. It is unfortunate because the controller has a good feel to it, but replacing annually is a deal breaker."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Perfect for Him
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Bought for my boyfriend and he hasn’t had any issues with it. I was worried it wouldn’t be legit or come in the right packaging but it looked like any other one you can find in the stores
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great looking controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Midnight black controller is perfect
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Does not come in Sony packaging.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Got this as a gift for my boyfriend. It arrived in a brown box wrapped in bubble wrap and not in a Sony package as advertised in the photo gallery description. I am returning this for the fact I’m sure this is refurbished and not advertised as so. Outside of box says the item was “cleaned, inspected, and tested” if it was brand new why would the shipper need to put that information there. For the price of this I expected brand new and in original packaging."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Nice camo!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Looks nice, plays nice, and the price is decent. What mare can I say go ahead and buy you know you want to."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works as expected
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Got it on sale for 50. Worth it.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"It's great, when you can find it."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,It's a DualSense controller. It is gray digital camouflage. It works and looks like one would expect.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Good
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Good
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Dark and sexy
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love the dark purple color. Smooth finish feels nice during game play. Works well. Using it every time I play.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Best controller I have used, not an exaggeration."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"Look I don't even like Sony, especially their gaming division, so you know I am telling the truth when I say the Dual Sense is the best controller I have ever used. It feels perfect in my hands, button inputs are so satisfying, they struck gold with this controller."
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Not disappointed
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I got a great deal on this.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Awesome Controller in a fun color
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,This controller is great! Our whole family loves it.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,fail
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,failed after using it about 10 times.  i would not recommend buying used or new.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,3rd one since ps5 lunch due to drift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"I love the design, tech features, and details of this version Sony, just pls, fix the drafting! Old ps4 controller does better. This is the 3rd one since I got my ps5 since beginning. You are wasting my money!"
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Very good
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Perfectly packaged. Very good purchase. Sony Original
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works well got good deal on it!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Like the color been working good so far scored good deal on it love it.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love it
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Great Quality Controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,It doesn't work wirelessly on PC Natively
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,The controller by itself is amazing however I quickly realized it doesn't work by itself wirelessly on PC. You'll need a third party app or to use steam. I guess it's part of the Sony x Microsoft rivalry. But great controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,My controller arrived defective.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Killer!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Terrible
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Kind of hard to explain to your child why Santa was late bringing him his gift
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Love the color.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,The Blue color is just amazing to have. I have already collected all of the new variant controllers and I wonder what colors they’ll drop next.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Worst control ever
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Boyfriend approved
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,I ordered this controller for my boyfriend for Valentine's Day last year and he uses it almost every day. He loves it. It has survived a million falls on to hardwood floors and tile. It has also been through several moves with us and has stayed in great condition!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,This s a great controller
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,My son really likes the wireless controller.  He can play his game from anywhere in the room without being tied to the console
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Wonky
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,For some reason with this controller you cannot input text on screen with directional or analog sticks. And in certain games it drifts for no reason. Controller is updated and is a common problem with newer hardware allegedly
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Works great!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,My son loves his new controller!
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Perfect 🥰
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,The box of the control come with a little damage downbox but the product in exelente out condition let's try it now
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,Very comfortable to hold. Very fragile as well.
PlayStation DualSense Wireless Controller - Starlight Blue - PlayStation 5,"The controller is one of the most comfortable I have ever had the pleasure of holding. The compliments stop there. It has a few new features the Dualshock 4 lacks, but otherwise has the same performance specs, right down to the absolutely terrible battery life. Have to always keep it plugged in because it only last 4 hours (if even that), whereas every other controller I have lasts 20 hours or more. The material it is made out of makes it a grease magnet, so expect your hands to slip if they start to sweat. The face buttons are nice, but the dpad is rough on the hands if you play games that use it a lot, like fighting games. Not to mention that the share button is in a terrible spot that makes it all to easy to press accidentally. Biggest gripe of all though, is the stick drift. Sony invested 0 dollars into improving the joysticks quality and put an abysmal warranty period on it purely because they make more money not doing so. The only saving grace is it being nice to hold."
